ear,label
0.45,eyes_blink
0.4314382698466382,eyes_blink
0.4359796443411637,eyes_blink
0.4366769821588324,eyes_blink
0.434770399882204,eyes_blink
0.4413789021356635,eyes_blink
0.435919559667232,eyes_blink
0.4310198496871191,eyes_blink
0.4304400384460605,eyes_blink
0.4232998460203273,eyes_blink
0.4181890617741011,eyes_blink
0.4145193407835508,eyes_blink
0.4193685311459955,eyes_blink
0.4173556617335839,eyes_blink
0.4205046934761219,eyes_blink
0.4271775551207576,eyes_blink
0.4260767614713577,eyes_blink
0.4330696055411746,eyes_blink
0.4287791797100551,eyes_blink
0.410174215796643,eyes_blink
0.4143249962282126,eyes_blink
0.4177913579438981,eyes_blink
0.4191609646950568,eyes_blink
0.4272545873418466,eyes_blink
0.4289856148106611,eyes_blink
0.4267351495457791,eyes_blink
0.4318736133010207,eyes_blink
0.427505814585924,eyes_blink
0.4236442750891362,eyes_blink
0.4260288656300895,eyes_blink
0.4293637745826512,eyes_blink
0.4267902724764323,eyes_blink
0.4259959615485862,eyes_blink
0.4277577485806151,eyes_blink
0.4306890040741093,eyes_blink
0.4295309892751746,eyes_blink
0.4269481173631955,eyes_blink
0.4246079303118918,eyes_blink
0.424300621742986,eyes_blink
0.4277676249682055,eyes_blink
0.4236784941390515,eyes_blink
0.4231558936855635,eyes_blink
0.4362570903253405,eyes_blink
0.4377127605771617,eyes_blink
0.45,eyes_blink
0.4485587710190042,eyes_blink
0.4489446187808618,eyes_blink
0.45,eyes_blink
0.4469475446758466,eyes_blink
0.4477258506708109,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.449560223217382,eyes_blink
0.45,eyes_blink
0.4443216473168629,eyes_blink
0.4483018973241097,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.4094009773720224,eyes_blink
0.4007743433024241,eyes_blink
0.3730589749802094,eyes_blink
0.3698062882069853,eyes_blink
0.3687562011402334,eyes_blink
0.4007441666589242,eyes_blink
0.3911280040227791,eyes_blink
0.431925293040846,eyes_blink
0.4421512216128829,eyes_blink
0.4473125702561753,eyes_blink
0.4460945610235081,eyes_blink
0.4476949639578836,eyes_blink
0.4480808384167439,eyes_blink
0.4479191289906671,eyes_blink
0.4449952712145569,eyes_blink
0.4472387507445795,eyes_blink
0.4456080679298015,eyes_blink
0.4446398109044068,eyes_blink
0.4494547620672018,eyes_blink
0.4450193795715205,eyes_blink
0.45,eyes_blink
0.4442814330305808,eyes_blink
0.4459954642205807,eyes_blink
0.4446677807629338,eyes_blink
0.4441054458889098,eyes_blink
0.4465610654656992,eyes_blink
0.4440160115935051,eyes_blink
0.4436816817046304,eyes_blink
0.4399862921964943,eyes_blink
0.4440631970027378,eyes_blink
0.4427641026977942,eyes_blink
0.4456451010171269,eyes_blink
0.4462144573794455,eyes_blink
0.4440963613796919,eyes_blink
0.444426364910968,eyes_blink
0.4447009296081957,eyes_blink
0.4427612563692475,eyes_blink
0.4459358382774527,eyes_blink
0.4402561989500122,eyes_blink
0.4412597644098385,eyes_blink
0.3704255402000007,eyes_blink
0.3677031040845407,eyes_blink
0.3712754689627495,eyes_blink
0.4196286406644106,eyes_blink
0.4135802552322593,eyes_blink
0.4355600479431707,eyes_blink
0.4336410171203362,eyes_blink
0.4375637175699199,eyes_blink
0.4383933245526616,eyes_blink
0.4418798070248829,eyes_blink
0.4452012399004997,eyes_blink
0.4439666546621794,eyes_blink
0.4466363179265594,eyes_blink
0.4466380571520127,eyes_blink
0.4443893236043649,eyes_blink
0.4447919473980715,eyes_blink
0.4465529164473864,eyes_blink
0.4446627248942503,eyes_blink
0.4444765172585782,eyes_blink
0.4461959619164691,eyes_blink
0.4463645890975548,eyes_blink
0.4455546618190417,eyes_blink
0.4455307816267785,eyes_blink
0.4470924246122225,eyes_blink
0.4434685276168231,eyes_blink
0.4458844280716534,eyes_blink
0.4458976965632164,eyes_blink
0.445137853440833,eyes_blink
0.447866877539589,eyes_blink
0.4467186118287185,eyes_blink
0.4481970445264583,eyes_blink
0.4442341349712764,eyes_blink
0.4441386055815962,eyes_blink
0.4470526577523434,eyes_blink
0.4478182557886775,eyes_blink
0.4229785276988248,eyes_blink
0.4181877453662698,eyes_blink
0.3709081764815459,eyes_blink
0.3716612466677583,eyes_blink
0.3699648952987287,eyes_blink
0.3718194711170466,eyes_blink
0.3681121089160794,eyes_blink
0.3682595760952133,eyes_blink
0.3681117042180983,eyes_blink
0.3714110262772518,eyes_blink
0.3703634934613282,eyes_blink
0.369809870658787,eyes_blink
0.3708535686232925,eyes_blink
0.3678987854332802,eyes_blink
0.3693561562594236,eyes_blink
0.3712520193978353,eyes_blink
0.3778499888816143,eyes_blink
0.4165245882959728,eyes_blink
0.4204646561356042,eyes_blink
0.434305440476424,eyes_blink
0.4325853216821541,eyes_blink
0.4386868825625374,eyes_blink
0.435338486495298,eyes_blink
0.4372812990060367,eyes_blink
0.4396382968346194,eyes_blink
0.4435519730252566,eyes_blink
0.4399839063419895,eyes_blink
0.4425155453328949,eyes_blink
0.4425651538069301,eyes_blink
0.4402489835094791,eyes_blink
0.4396179335447523,eyes_blink
0.4414190558552288,eyes_blink
0.4424310470736588,eyes_blink
0.4368514691206719,eyes_blink
0.4373976819833814,eyes_blink
0.4442923497845498,eyes_blink
0.4422173676950844,eyes_blink
0.4435913041545392,eyes_blink
0.4443344855168917,eyes_blink
0.444921598748726,eyes_blink
0.4412204378776202,eyes_blink
0.4423147509172584,eyes_blink
0.4258982912578974,eyes_blink
0.4265384861463305,eyes_blink
0.3719590374382297,eyes_blink
0.3708125475351955,eyes_blink
0.3687288731251421,eyes_blink
0.3685649765452325,eyes_blink
0.368713483439916,eyes_blink
0.3715048137716588,eyes_blink
0.3670540321737168,eyes_blink
0.3686589401332636,eyes_blink
0.3707065776512561,eyes_blink
0.3694107858238029,eyes_blink
0.3697340068340932,eyes_blink
0.3705962318860754,eyes_blink
0.3707258173984763,eyes_blink
0.3697701193365965,eyes_blink
0.373414878095533,eyes_blink
0.3716287118855806,eyes_blink
0.4156627350810014,eyes_blink
0.4344904198889622,eyes_blink
0.433725809254419,eyes_blink
0.4367927833903745,eyes_blink
0.4345487503949778,eyes_blink
0.4410649632372009,eyes_blink
0.4414731145619721,eyes_blink
0.4439484769495665,eyes_blink
0.4424010981180842,eyes_blink
0.440461853797272,eyes_blink
0.4358680807706701,eyes_blink
0.436458563546181,eyes_blink
0.4417486882037492,eyes_blink
0.440747058457316,eyes_blink
0.4420699188341954,eyes_blink
0.4445239774985215,eyes_blink
0.446100970725774,eyes_blink
0.4446730659576526,eyes_blink
0.4442252601057893,eyes_blink
0.4422305903942558,eyes_blink
0.4470560069244024,eyes_blink
0.448057297532097,eyes_blink
0.4454818703563682,eyes_blink
0.4457126238366179,eyes_blink
0.4436104748137399,eyes_blink
0.443655616008792,eyes_blink
0.4448434466035021,eyes_blink
0.4442605022977979,eyes_blink
0.4465977238831369,eyes_blink
0.4288875115306224,eyes_blink
0.4270324332811466,eyes_blink
0.3711996492031589,eyes_blink
0.3735398700085502,eyes_blink
0.3722367144216653,eyes_blink
0.3683775510127142,eyes_blink
0.3712391367786025,eyes_blink
0.3676625368535762,eyes_blink
0.367466898347109,eyes_blink
0.3689247943845711,eyes_blink
0.3694765711613035,eyes_blink
0.3678403856754113,eyes_blink
0.3698482126076169,eyes_blink
0.3694920392601988,eyes_blink
0.3683679951285528,eyes_blink
0.3686180351084527,eyes_blink
0.3696140080485164,eyes_blink
0.3691086409063805,eyes_blink
0.3682609027319381,eyes_blink
0.3692316270264797,eyes_blink
0.3716166763358928,eyes_blink
0.3758843639566432,eyes_blink
0.3750956521978717,eyes_blink
0.4146679747007905,eyes_blink
0.4164861946093878,eyes_blink
0.4312093125171216,eyes_blink
0.4322642597331645,eyes_blink
0.4340569184268072,eyes_blink
0.4376734109378247,eyes_blink
0.4360404078386989,eyes_blink
0.4359868838887787,eyes_blink
0.4353395851209055,eyes_blink
0.4382448586894044,eyes_blink
0.4394357323848351,eyes_blink
0.436982369351435,eyes_blink
0.4407765572363548,eyes_blink
0.4403461488233564,eyes_blink
0.4448825143784904,eyes_blink
0.4445105836331162,eyes_blink
0.4472221752771668,eyes_blink
0.4441162881427606,eyes_blink
0.4469028951972735,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.4480143440049858,eyes_blink
0.45,eyes_blink
0.448094443317072,eyes_blink
0.4467364016803067,eyes_blink
0.444473428304514,eyes_blink
0.4440552277914819,eyes_blink
0.4239913513832944,eyes_blink
0.4187719344635225,eyes_blink
0.3706403606618438,eyes_blink
0.370828120432761,eyes_blink
0.3706698934033815,eyes_blink
0.3698081302985236,eyes_blink
0.3710973213111868,eyes_blink
0.3721571626211866,eyes_blink
0.3710610912762712,eyes_blink
0.3691533322705717,eyes_blink
0.3673451707224681,eyes_blink
0.3684559183969235,eyes_blink
0.3711672945934748,eyes_blink
0.3713037014814272,eyes_blink
0.3696960488238888,eyes_blink
0.369143334499648,eyes_blink
0.3697476182283502,eyes_blink
0.3721952216792523,eyes_blink
0.3693272728779577,eyes_blink
0.3783202875746642,eyes_blink
0.3709902763690383,eyes_blink
0.4142445206215321,eyes_blink
0.4160433470194273,eyes_blink
0.4316309576779725,eyes_blink
0.4327485590388399,eyes_blink
0.4317724124892308,eyes_blink
0.438289492503593,eyes_blink
0.4392084581768779,eyes_blink
0.4397273631164985,eyes_blink
0.4393542207481264,eyes_blink
0.4388816466541322,eyes_blink
0.439451746395219,eyes_blink
0.4419579756178144,eyes_blink
0.4378402339524921,eyes_blink
0.4367508415206969,eyes_blink
0.444317626135733,eyes_blink
0.4414606457777157,eyes_blink
0.4442041824853047,eyes_blink
0.4447138644984904,eyes_blink
0.4418576344971933,eyes_blink
0.4388109785150902,eyes_blink
0.438700959747108,eyes_blink
0.4394453052117825,eyes_blink
0.4403881779924482,eyes_blink
0.4435360410882879,eyes_blink
0.4437374713093556,eyes_blink
0.4406784478015959,eyes_blink
0.4416713046459721,eyes_blink
0.4415739294025691,eyes_blink
0.4373084234369664,eyes_blink
0.4380898129523494,eyes_blink
0.4382498822255082,eyes_blink
0.4394076666051724,eyes_blink
0.4357134653875848,eyes_blink
0.4379177079521673,eyes_blink
0.4380197229846747,eyes_blink
0.4374384073797692,eyes_blink
0.4433166515194037,eyes_blink
0.4151055832592215,eyes_blink
0.3704724618051576,eyes_blink
0.3695414120477411,eyes_blink
0.3739432677432343,eyes_blink
0.3742385852496446,eyes_blink
0.3781360470082757,eyes_blink
0.3746549507873209,eyes_blink
0.3722702713532789,eyes_blink
0.3710947438115494,eyes_blink
0.3694301433373618,eyes_blink
0.372287816865365,eyes_blink
0.3720014595156304,eyes_blink
0.3693821496049934,eyes_blink
0.3710131600432135,eyes_blink
0.3704808366796471,eyes_blink
0.3693894401095899,eyes_blink
0.3698166926085412,eyes_blink
0.3692946224072003,eyes_blink
0.3721950717572267,eyes_blink
0.3686902824384843,eyes_blink
0.3706546905190236,eyes_blink
0.3706532414381431,eyes_blink
0.395026132970031,eyes_blink
0.3894057296452576,eyes_blink
0.4258277131049164,eyes_blink
0.4244371212667577,eyes_blink
0.4410611535564164,eyes_blink
0.4384863835350728,eyes_blink
0.438734121916163,eyes_blink
0.4385620656047496,eyes_blink
0.4380771043091123,eyes_blink
0.4387532470987696,eyes_blink
0.4376923417851482,eyes_blink
0.4379533520570633,eyes_blink
0.440509597457357,eyes_blink
0.4395245352376231,eyes_blink
0.4366868779941835,eyes_blink
0.4361822931737392,eyes_blink
0.4375349270641883,eyes_blink
0.4389795084493766,eyes_blink
0.4420251440299595,eyes_blink
0.4392557827099629,eyes_blink
0.4397300158982567,eyes_blink
0.4399293591453215,eyes_blink
0.4425838329945872,eyes_blink
0.4395934331619126,eyes_blink
0.4379808064607792,eyes_blink
0.4408068888491346,eyes_blink
0.441527760044327,eyes_blink
0.4398072540238421,eyes_blink
0.4368212649219301,eyes_blink
0.4382478831421202,eyes_blink
0.4327179368766465,eyes_blink
0.4326285487728376,eyes_blink
0.4323413880150498,eyes_blink
0.4347156371505526,eyes_blink
0.4379505959080381,eyes_blink
0.435685622926164,eyes_blink
0.4321524763221223,eyes_blink
0.4300891597862087,eyes_blink
0.4281927026057098,eyes_blink
0.4344432757151762,eyes_blink
0.4341489481957715,eyes_blink
0.436089786449804,eyes_blink
0.4399970072084557,eyes_blink
0.4345957950207739,eyes_blink
0.3877756454064831,eyes_blink
0.3898349431205516,eyes_blink
0.3747488826531658,eyes_blink
0.3719279687172225,eyes_blink
0.3698197691069002,eyes_blink
0.3757370596673435,eyes_blink
0.3763854280324682,eyes_blink
0.3787226311544275,eyes_blink
0.382996296152609,eyes_blink
0.3778731964777347,eyes_blink
0.3736072995025264,eyes_blink
0.3868224402623703,eyes_blink
0.3832066664893684,eyes_blink
0.3742754066370681,eyes_blink
0.3736958414976494,eyes_blink
0.3712191232521792,eyes_blink
0.372606805143065,eyes_blink
0.3719820575013061,eyes_blink
0.3727674132498237,eyes_blink
0.4131790941371023,eyes_blink
0.4082220446699067,eyes_blink
0.4246953372716043,eyes_blink
0.4226468488290362,eyes_blink
0.4270197101854621,eyes_blink
0.4243828733544035,eyes_blink
0.4255702431416128,eyes_blink
0.4275719453738655,eyes_blink
0.431214695100399,eyes_blink
0.427703414131925,eyes_blink
0.4267367397666795,eyes_blink
